Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,VA,2023,12,Male,18,Right-Handed,177,26,15,1,Car,30,0.331,62,Lacrosse,750,750,750,800,600,600,26,Same length,10,9,Index finger,February,Summer,No,No,Rice/Noodle dishes,Water,History,7,9,5,Yes - broadband connection,Text messaging,18,24,10,7,3,5,10,1,2,2,4,2,0,5,Some,Some college,Country,Fly,Happy,Actor,Health
USA,NY,2023,12,Female,18,Right-Handed,155,24,149,1,Rail (Train/Tram/Subway),50,0.421,44,Other,1000,900,1000,1000,800,850,24,Same length,65,72,Ring finger,March,Fall,Yes,No,Desserts,Water,English,6.5,9,4,Yes - other,Internet chat or instant messaging,50,150,5,0,18,6,8,1,10,15,20,1,0,5,A lot,Graduate degree,Rock and roll,,Happy,Other,Environment
USA,WA,2023,10,Female,52,Left-Handed,176,25,175,1,Car,10,0.472,39,Walking/Hiking,850,750,500,500,900,900,26,Left foot,80,85,Ring finger,August,Spring,Yes,No,Seafood,Water,Mathematics and statistics,6,10,2,Yes - other,Text messaging,20,39,12,2,15,24,16,30,1,7,20,20,40,20,Some,Graduate degree,Gospel,Invisibility,Happy,Relative,"Wildlife, animals"
USA,SC,2023,11,Female,16,Right-Handed,167.6,25.1,,2,Car,20,0.435,47,Tennis,432,753,632,543,295,310,25.1,Same length,76.2,63.5,Index finger,January,Summer,Yes,No,Soups,Water,Geography,8,7,4,Yes - other,Text messaging,10,8,20,3,24,18,23,2,5,3,25,35,5,5,Very little,Less than high school,Pop,Telepathy,Happy,Other,Religious
USA,OR,2023,10,Female,14,Right-Handed,175.2,27.94,172,1,Walk,3,0.407,49,Other,,,,,,,28.2,Left foot,100,90,Index finger,August,Fall,No,No,Seafood,Soft drink (non-caffeinated),Computers and technology,10,12,5,Yes - other,Internet chat or instant messaging,6,2,5,0,1,1,6,24/7,24/7,6,24/7,0,0,24/7,A lot,High school,Classical,Super strength,Happy,Coach or club leader,Education/Youth development
USA,PA,2023,11,Male,17,Right-Handed,177.8,25.5,185,2,Car,8,0.557,44,Soccer,1,5,2,4,6,3,25.5,Same length,50.8,55.88,Ring finger,May,Spring,No,No,Meat,Water,History,8,11,4,Yes - broadband connection,Internet chat or instant messaging,14,20,12,7,5,9,9,1,26,4,8,2,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Environment
USA,AL,2023,12,Male,17,Right-Handed,195,13 in,6'5ft,1,Car,15,0.455,68,Baseball/Softball,0,481,684,765,0,531,13in,Same length,idk,idk,Ring finger,October,Fall,Yes,Yes,Meat,Soft drink (caffeinated),Physical education,8,10,3,Yes - other,Other,400,450,8,12,0,3,12,0,0,6,20,20,0,1,Very little,Some college,Country,Freeze time,Rich,Coach or club leader,Health
USA,OR,2023,10,Male,14,Right-Handed,181,24,187,2,Car,4,0.293,34,Soccer,831,734,636,914,947,952,23,Right foot,88,88,Same length,June,Summer,Yes,No,Meat,Water,Computers and technology,5,10,4,Yes - broadband connection,Internet chat or instant messaging,70,72,23,20,0,15,8,45,10,69,80,30,0,15,Very little,Graduate degree,Other,Fly,Rich,Other,Health
USA,CA,2023,12,Male,17,Right-Handed,170,25,165,1,Car,10,0.734,46,Soccer,400,600,300,300,900,1000,25,Same length,70,77,Index finger,April,Summer,Yes,No,No favorite,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Text messaging,30,30,20,1,2,4,5,1,4,4,8,1,8,1,Some,Graduate degree,Pop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,CA,2023,12,Male,18,Right-Handed,195,30,205,1,Car,10,0.277,40,Golf,1000,900,999,600,100,500,29,Right foot,75,83,Ring finger,December,Winter,Yes,No,Pizza/Pasta,Water,Science,9,9,4,Yes - broadband connection,Text messaging,10,30,10,1,4,10,15,14,15,16,5,15,0,10,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Business person,"Wildlife, animals"
USA,WA,2023,11,Female,15,Right-Handed,149.8,26.5,59,2,Bus,60,0.66,42,Bowling,1000,800,600,500,15,10,25.5,Right foot,90,60,Index finger,February,Summer,No,No,Soups,Juice,English,6,9,5,,In person,1,1,2.5,0,1,1,10,3,0,0,4,12,0,30min,Very little,Graduate degree,Pop,Super strength,Healthy,Relative,International aid
USA,CA,2023,12,Female,16,Right-Handed,157,23,58.5,2,Car,5,0.342,35,Gymnastics,1000,1000,1000,1000,500,900,24,Right foot,6.5,7,Ring finger,September,Winter,Yes,No,Breads/Sandwiches,Water,Art,7,5,5,Yes - broadband connection,In person,100,150,16,0,6,1,2,0,0,6,4,0,0,3,A lot,Graduate degree,Other,Telepathy,Rich,Actor,"Wildlife, animals"
USA,GA,2023,12,Female,17,Right-Handed,167.6,26.67,,1,Bus,15,0.504,31,Other,920,497,396,449,150,684,26.7,Same length,80,85,Ring finger,August,Spring,Yes,No,Desserts,Soft drink (caffeinated),History,5,7.5,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,70,2,0,1,1,0,10,26,3,46,0,15,5,Some,Undergraduate degree,Other,Invisibility,Rich,Relative,"Wildlife, animals"
USA,NC,2023,11,Male,17,Right-Handed,180,30,190,1,Bus,15,0.313,42,Tennis,332,567,449,642,1000,1000,30,Same length,80,75,Index finger,July,Summer,Yes,No,Poultry,Water,Mathematics and statistics,6,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,15,6,6,3,3,12,4,12,8,20,20,8,4,Some,Graduate degree,Reggae,Fly,Happy,Coach or club leader,"Wildlife, animals"
USA,CA,2023,9,Female,14,Right-Handed,162,23,162,2,Car,9,0.335,44,Athletics,900,800,800,800,500,500,23,Same length,75,75,Same length,March,Winter,No,No,Meat,Water,Mathematics and statistics,8,11,5,Yes - broadband connection,In person,100,100,2,0,45,0,2,8,1,0,70,3.5,0,0,A lot,Some college,Other,Fly,Happy,Teacher,Health
USA,WA,2023,12,Female,17,Right-Handed,162.5,22.5,165.1,1,Car,15,0.412,45s,Soccer,800,700,900,600,200,500,22.5,Same length,75mm,70mm,Index finger,October,Summer,Yes,No,Pizza/Pasta,Energy drink,History,6,10,4,Yes - broadband connection,Text messaging,40,50,20,1,7,4,12,2,3,24,1,5,0,3,Some,Graduate degree,Reggae,Fly,Happy,Relative,International aid
USA,KY,2023,9,Male,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2023,12,Male,17,Right-Handed,188,27,180,2,Car,15,0.5,39,Soccer,500,400,600,500,500,600,27,Same length,8,8,Same length,August,Fall,No,No,Rice/Noodle dishes,Water,Computers and technology,6,9,5,Yes - broadband connection,In person,20,20,8,25,14,2,5,25,10,5,25,0,0,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,WA,2023,11,Male,17,Left-Handed,175.2,,,1,Bus,26,,,Walking/Hiking,50,50,50,50,50,50,,Same length,,,Ring finger,November,Summer,Yes,No,Meat,Energy drink,Physical education,2.5,3,4,Yes - broadband connection,In person,3,3,3,7,0,2,0,48,10,4,74,0,0,,Very little,High school,Pop,Telepathy,Rich,Other,Education/Youth development
USA,NC,2023,12,Female,17,Right-Handed,162,23,159,1,Car,5,0.626,56,Baseball/Softball,300,700,400,500,200,800,24,Left foot,6.5,6,Index finger,June,Summer,Yes,No,Poultry,Water,History,8,8,4,Yes - broadband connection,Text messaging,10,10,6,<1,4,6,12,1,30,10,5,5,8,4,Very little,Undergraduate degree,Country,Freeze time,Happy,Friend,Religious
USA,AL,2023,12,Male,1i,Right-Handed,"5,11",31 cm,6 ft,1,Car,8 min,0.78,0.331,None,743,471,1000,626,460,476,31 cm,Same length,40 mm,40 mm,Same length,February,Winter,No,No,No favorite,Water,Music,6 h,10-Sep,5,Yes - broadband connection,Internet chat or instant messaging,0,0,0,7,1,2,1,6,1,1,6,0,0,0,A lot,High school,Rap/Hip hop,Invisibility,Rich,Friend,Environment
USA,SC,2023,11,Male,15,Left-Handed,168,25,176,1,Car,20,0.378,48,Basketball,1000,1000,1000,1000,500,900,26,Left foot,76,86,Ring finger,July,Summer,No,No,Meat,Tea,Mathematics and statistics,5,7,7,Yes - other,Internet chat or instant messaging,70,55,0,2,5,68,7,3,42,12,10,70,36,13,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,International aid
USA,WA,2023,11,Male,17,Right-Handed,173.7,30,173.7,1,Car,5,0.45,36,Other,872,754,572,572,37,273,31,Left foot,75,85,Index finger,January,Fall,No,No,Rice/Noodle dishes,Tea,Art,8,10,2,Yes - other,Cell phone,15,15,,,,,,,,,,,,,A lot,Some college,Pop,Invisibility,Rich,Actor,"Wildlife, animals"
USA,NC,2023,12,Female,16,Right-Handed,5'2,96,,1,Bus,30,0.3 s,46 s,Swimming,1,500,997,998,998,1000,96cm,Same length,,,,December,Summer,Yes,No,Pizza/Pasta,Water,Art,5,10,6,Yes - other,Text messaging,50,45,0,10,5,3,0,4,40,10,40,40,0,50,A lot,Graduate degree,Pop,Telepathy,Rich,Actor,Health
USA,CA,2023,9,Female,15,Right-Handed,153,23,155,1,Car,15,0.306,31,Athletics,947,920,861,850,572,797,123,Same length,67,65,Same length,January,Summer,No,No,Rice/Noodle dishes,Water,English,6,8,4,Yes - broadband connection,Text messaging,20,20,6,7,20,20,13,0,15,10,10,3,3,4,Some,Graduate degree,Jazz,Telepathy,Healthy,Relative,Environment
USA,AL,2023,12,Female,18,Right-Handed,170,20,60,1,Car,15,0.364,49,Martial Arts,0,500,500,500,500,500,20,Same length,90,100,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Soft drink (caffeinated),History,6,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,50,24,10,3,3,1,3,15,15,15,15,20,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Doctor or nurse,"Wildlife, animals"
USA,CA,2023,9,Male,15,Right-Handed,155,24,162,2,Car,5,0.406,31,Other,700,650,675,700,400,600,24,Same length,75,70,Index finger,December,Summer,No,No,Seafood,Water,Physical education,7,5,7,Yes - broadband connection,Text messaging,100,100,5,0,5,5,7,1,2,2,7,0,0,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,WA,2023,12,Male,18,Right-Handed,168,25,190,1,Bus,24,0.628,45,None,1000,583,1000,1000,465,112,25,Same length,80,80,Same length,December,Winter,No,No,Poultry,Soft drink (caffeinated),History,8,8,3,Yes - other,In person,42,10,128,0,0,2,0,120,2,2,130,0,0,0,None,High school,Jazz,Invisibility,Happy,Other,Environment
USA,NC,2023,12,Male,18,Right-Handed,180,26,178,2,Car,25,0.35,37,Tennis,500,500,500,500,500,750,27,Left foot,95,101,Ring finger,October,Fall,No,No,Rice/Noodle dishes,Water,Music,7,7,3,Yes - other,Cell phone,51,75,2,10,2,6,3,3,5,7,40,2,3,3,Very little,Graduate degree,Rock and roll,Fly,Happy,Religious figure,Health
USA,PA,2023,11,Male,16,Right-Handed,203,30.5,202,1,Car,5,0.329,65,Football (American),1000,759,821,738,513,675,38.1,Right foot,85,91,Ring finger,July,Summer,No,No,Meat,Water,History,7,10,6,Yes - broadband connection,In person,20,30,20,5,12,3,2,2,10,1,15,6,0,2,A lot,Undergraduate degree,Rap/Hip hop,Super strength,Happy,Sports person,Health
USA,NC,2023,12,Female,17,Right-Handed,160,20,127,1,Car,12,0.531,41,Other,503,754,754,754,1000,1000,18,Right foot,70,80,Ring finger,July,Summer,Yes,No,Meat,Tea,Mathematics and statistics,7,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",150,150,0,2,10,20,2,0,144,144,168,144,30,10,A lot,Graduate degree,Gospel,Telepathy,Happy,Teacher,Religious
USA,TX,2023,12,Female,17,Right-Handed,57,23,166,1,Car,25,0.371,40,Baseball/Softball,1000,513,620,508,1000,1000,23,Same length,80,85,Ring finger,October,Spring,No,No,Pizza/Pasta,Tea,English,7,10,6,Yes - broadband connection,Text messaging,63,75,3,7,4,9,10,4,5,2,9,4,0,2,A lot,Graduate degree,Country,Invisibility,Rich,Coach or club leader,"Arts, culture, sports"
USA,NC,2023,12,Male,16,Right-Handed,177.8,23,177.8,1,Car,5 min,0.339,51,Other,500,3,1000,777,0,1000,23,Same length,6'5,6'5,Same length,July,Summer,No,No,Meat,Sports drink,History,7,6,5,Yes - other,Text messaging,90,50,1,6,0,3,10,8,3,7,9,0,4,0,None,Other,Country,Invisibility,Rich,Sports person,"Arts, culture, sports"
USA,WA,2023,11,Male,16,Right-Handed,190.5,35.56,188,1,Car,8,0.419,40,Basketball,786,925,524,374,1000,1000,34.79,Right foot,90,95,Ring finger,March,Winter,Yes,No,Meat,Water,History,9,10,4,Yes - broadband connection,In person,6,20,24,1,1,32,4,6,2,0.75,18,3,20,1,Very little,High school,Rap/Hip hop,Super strength,Happy,Sports person,"Wildlife, animals"
USA,MN,2023,10,Female,15,Right-Handed,161,,162,1,Car,8,0.371,38,Hockey (Ice),850,861,476,481,187,369,,,,,,April,Summer,No,No,No favorite,Coffee,History,8,10,4,Yes - broadband connection,In person,50,50,30,12,3,4,2,0,18,4,5,8-Mar,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,NY,2023,12,Male,17,Left-Handed,170,25,166,2,Rail (Train/Tram/Subway),45,0.376,,Cycling,100,743,872,727,1000,1000,25,Same length,75,77,Ring finger,May,Spring,Yes,No,Desserts,Water,Mathematics and statistics,5,10,4,Yes - broadband connection,In person,4,9,10,1,5,30,5,21,10,3,30,4,0,10,A lot,Graduate degree,Other,Freeze time,Rich,Doctor or nurse,International aid
USA,NJ,2023,12,Female,17,Ambidextrous,170,25,170,1,Car,12,0.375,44,Lacrosse,1000,800,200,500,200,400,25,Same length,80,80,Same length,February,Summer,No,Yes,Desserts,Energy drink,Other,6,8,3,Yes - other,Text messaging,30,100,30,14,7,10,10,7,5,4,5,0,10,0,Some,Graduate degree,Other,Telepathy,Happy,Relative,Environment
USA,WA,2023,11,Female,17,Right-Handed,160,22,154,1,Bus,25,55,34,Other,433,433,1000,631,684,1000,22,Same length,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2023,12,Male,17,Right-Handed,167,27,53,1,Car,2,0.2,50,Walking/Hiking,791,802,663,706,112,631,26,Right foot,101,76,Index finger,May,Winter,No,No,No favorite,Water,Social studies,6,10,5,Yes - broadband connection,Text messaging,100,100,2,30,20,15,1,40,2,40,40,20,10,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Health
USA,SC,2023,11,Female,17,Right-Handed,,26,,1,Car,15,0.392,36,None,765,845,727,508,316,807,26,Same length,83,86,Ring finger,May,Winter,No,No,Meat,Water,Other,8-Jul,9-Aug,4,Yes - broadband connection,Internet chat or instant messaging,23,14,4,5,130,168,16,10,45,25,35,3,0,14,Some,Undergraduate degree,Pop,Invisibility,Happy,Musician or singer,"Wildlife, animals"
USA,GA,2023,12,Female,17,Right-Handed,157,22,159,1,Car,6,0.308,36,Soccer,930,936,636,620,396,545,23,Left foot,70,80,Ring finger,May,Fall,No,No,Pizza/Pasta,Water,English,6,9,6,Yes - broadband connection,Text messaging,15,6,35,5,5,10,10,0,40,20,40,25,16,4,Some,High school,Rhythm and blues (R&B),Invisibility,Rich,Relative,Health
USA,WA,2023,11,Female,17,Right-Handed,149,25cm,95cm,1,Bus,1hr ,0.303,48,Swimming,176,251,246,118,513,460,25cm,Same length,7,6,Index finger,November,Spring,No,No,Pizza/Pasta,,Art,5,3,5,Yes - broadband connection,Text messaging,100,190,,,,,,,,,,,,,A lot,Other,Other,Fly,Happy,Friend,Other
USA,NY,2023,11,Male,16,Right-Handed,185,28,120,1,Car,6,0.3,46,Lacrosse,90,65,33,78,50,50,28,Left foot,87,76,Ring finger,June,Summer,No,No,Meat,Water,Mathematics and statistics,8,10,4,Yes - other,Text messaging,20,300,10,1,6,2,4,2,10,5,10,5,4,2,Some,Some college,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,CA,2023,9,Male,15,Right-Handed,184,29,188,2,Car,15,0.156,38,Basketball,1000,1000,1000,500,1000,1000,28,Right foot,80,95,Ring finger,January,Winter,No,No,Meat,Energy drink,Physical education,8,6,4,Yes - other,Internet chat or instant messaging,10,1000,15-Oct,3-Feb,5,10,10,8,3,2,8,5,0,<1,Very little,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,NY,2023,12,Female,17,Right-Handed,152,38,152,1,Car,27,0.359,30,Hockey (Field),100,674,679,684,337,337,37,Right foot,6.7,6.4,Index finger,March,Summer,Yes,No,Rice/Noodle dishes,Water,Science,7,9,4,Yes - other,Text messaging,12,19,20,9,5,6,2,0,100,40,40,20,0,2,Some,Graduate degree,Reggae,Telepathy,Happy,Coach or club leader,"Wildlife, animals"
USA,WA,2023,11,Male,16,Left-Handed,182,28,183,1,Bus,30,0.29,37,Other,294,0,166,155,139,738,28,Same length,82,84,Ring finger,March,Summer,No,No,Seafood,Water,Art,7,6,7,Yes - dial-up connection,In person,3,3,30,1,3,20,30,5,5,0,20,0,20,20,Some,High school,,Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2023,12,Female,16,Right-Handed,167.6,110,25.4,2,Walk,20,0.43,47,Swimming,471,856,620,888,503,775,29,Left foot,7,7.5,Ring finger,July,Spring,No,No,Rice/Noodle dishes,Water,English,8-Jul,8,5,Yes - broadband connection,Internet chat or instant messaging,30,80,2,0,3-Feb,3,3-Feb,0,3,2,1,0,0,0,A lot,Undergraduate degree,Rhythm and blues (R&B),Telepathy,Healthy,Relative,Health
USA,NC,2023,11,Male,16,Right-Handed,180,31,184,one ,Car,15,0.32,53,Football (American),762,658,524,600,950,950,31,Same length,80,75,Index finger,May,Spring,Yes,No,Fruit,Water,Mathematics and statistics,7,10,5,Yes - other,In person,5,5,8,1,5,3,4,1,7,6,5,1,6,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,GA,2023,12,Female,18,Left-Handed,162.5,19,160,1,Car,15,0.39,44,None,900,900,800,800,600,800,19,Same length,65,66,Index finger,July,Summer,Yes,No,No favorite,Water,English,9,6,3,Yes - other,Text messaging,20,30,10,1,2,7,1,4,15,6,18,15,6,2,None,Undergraduate degree,Techno/Electronic,Telepathy,Rich,Other,Environment
USA,SC,2023,12,Male,17,Left-Handed,188,45,85,2,Car,8,0.7,14,Skateboarding/Rollerblading,400,800,70,420,210,580,45,Same length,30,35,Ring finger,April,Fall,Yes,No,Rice/Noodle dishes,Tea,Music,6,6,4,Yes - broadband connection,In person,100,120,80,15,0,20,5,10,15,10,10,10,0,10,Some,Some college,Rap/Hip hop,Freeze time,Rich,Musician or singer,"Wildlife, animals"
USA,AK,2023,12,Male,16,Right-Handed,170,30,170,4,Bus,15,0.726,0.786,Other,999,998,1000,500,600,750,26,Left foot,91mm,104mm,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Water,Art,5,12,7,Yes - broadband connection,In person,5,7,80,10,1,4,1,100,9,1,100,2,N/A,1,A lot,Graduate degree,Rhythm and blues (R&B),Fly,Rich,Relative,Health
USA,WA,2023,11,Male,17,Right-Handed,182,,,2,Bus,40,0.351,39,None,500,500,500,500,0,500,,,,,,May,Summer,No,No,Pizza/Pasta,Other,Other,5,8,6,Yes - other,Text messaging,alot,alot,8,alot,5,20,0,2,0,0,alot,8,0,idk,Some,Some college,Other,Freeze time,Happy,Relative,Education/Youth development
USA,NY,2023,10,Male,16,Right-Handed,,,,2,Rail (Train/Tram/Subway),45,0.946,39,Running/Jogging,700,700,600,600,100,1000,,Same length,,,Index finger,August,Spring,No,No,Meat,Water,Science,6,9,6,Yes - broadband connection,Text messaging,200,150,6,42,21,42,10,21,21,28,35,2,0,4,Some,Graduate degree,Pop,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,NJ,2023,12,Female,17,Right-Handed,173,25,176,2,Car,7,0.311,45,Walking/Hiking,914,743,278,118,332,840,24,Right foot,65,70,Ring finger,October,Summer,Yes,No,No favorite,Water,Art,7,7,5,Yes - other,Text messaging,4,2,8,2,10,3,0,0,3,2,15,4,0,5,A lot,Some college,Other,Fly,Happy,Teacher,Environment
USA,KY,2023,9,Female,14,Left-Handed,149.9,10,,1,Bus,80,0.727,43,Dancing,,,,,,,10.3,Left foot,67,67,Same length,May,Fall,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,11,2,Yes - other,Text messaging,150,141,7,5,6,3,17,1,8,5,35,qt,,,Some,Undergraduate degree,Pop,Freeze time,Healthy,Other,Environment
USA,SC,2023,12,Male,17,Left-Handed,180,170,180,1,Other,20,1,63,None,80,80,80,100,50,80,30,Left foot,7,6,Ring finger,July,Winter,No,No,Fruit,Juice,Social studies,6,8,2,No internet connection,E-mail,5961,0,4,1,0,4,0,2,1,9,9,4,40,1,A lot,Graduate degree,Rock and roll,Invisibility,Happy,Other,Environment
USA,AK,2023,12,Female,17,Right-Handed,152,23.2,145,2,Car,20,0.918,67,None,1000,1000,1000,1000,0,0,23.1,Right foot,73,99,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,5,10,3,Yes - other,Internet chat or instant messaging,300,375,0,4,2,2,0,2,16,8,2,2,10,0,Some,Some college,Rap/Hip hop,Telepathy,Rich,Relative,Environment
USA,CA,2023,12,Female,17,Right-Handed,152.4,23,149,2,Car,10,0.349,67,Soccer,1000,900,1000,800,500,700,24,Left foot,55,60,Index finger,March,Spring,No,No,Desserts,Juice,English,6,10,4,Yes - other,In person,5,5,10,4,15,15,5,4,8,8,20,12,0,5,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Health
USA,NH,2023,12,Male,18,Right-Handed,189,28,189,1,Car,4,0.313,40,Basketball,497,251,241,406,1000,1000,28,Same length,90,85,Same length,October,Fall,No,No,Pizza/Pasta,Milk,Physical education,7,4,3,Yes - broadband connection,Internet chat or instant messaging,1000,1000,50,20,3,15,10,40,5,15,60,10,20,5,Very little,Undergraduate degree,Rhythm and blues (R&B),Freeze time,Famous,Sports person,International aid
USA,NY,2023,10,Female,16,Right-Handed,154,,,2,Rail (Train/Tram/Subway),70,0.296,47,Swimming,900,600,700,700,9000,1000,,,,,,May,Summer,Yes,No,Breads/Sandwiches,Water,Physical education,4,8,4,Yes - other,Internet chat or instant messaging,10,30,2,1,10,4,4,0,5,5,40,6,12,2,Some,Graduate degree,Pop,Invisibility,Rich,Musician or singer,Health
USA,NC,2023,12,Female,17,Right-Handed,165,22,160,2,Car,15,0.374,48,Swimming,1000,524,1000,1000,80,599,21,Right foot,80,90,Ring finger,March,Spring,No,No,Meat,Soft drink (caffeinated),Art,5,9,5,Yes - broadband connection,In person,7,5,32,1,3,5,0,10,5,1,10,0,20,4,Some,Graduate degree,Reggae,Freeze time,Rich,Relative,International aid
USA,OR,2023,10,Female,14,Right-Handed,157,21,158,1,Car,3,0.368,43,Walking/Hiking,458,500,469,512,699,689,20,Right foot,65,70,Ring finger,June,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,7,54,4,6,10,2,1,42,3,3,9,0,1.5,A lot,Graduate degree,Country,,Happy,Relative,Health
USA,WA,2023,11,Female,17,Right-Handed,167.6,25,162.9,1,Car,6,0.477,58,Tennis,900,800,800,600,400,500,25,Same length,90,60,Index finger,November,Summer,Yes,No,Meat,Coffee,History,8,9,4,Yes - broadband connection,Internet chat or instant messaging,100,100,30,5,5,3,3,0,5,20,25,4,0,2,Some,Graduate degree,Other,Telepathy,Rich,Doctor or nurse,Health
USA,MD,2023,11,Female,16,Right-Handed,163,24,158,1,Car,7,0.38,48,Lacrosse,497,620,358,380,754,807,23,Right foot,75,65,Index finger,June,Summer,No,No,Meat,Water,Science,7 1/2,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,30,24,2,7,2,10,0,10,1,30,4,0,3,A lot,Undergraduate degree,Country,Fly,Happy,Relative,"Arts, culture, sports"
USA,AL,2023,12,Male,18,Right-Handed,"5,9",5,5,1,Car,15,1728,567,None,2,2,2,2,2,2,444,Right foot,345,3456,Index finger,January,Winter,No,No,Meat,Tea,Music,7,8,4,Yes - dial-up connection,In person,100,0,2,2,2,2,2,2,2,2,2,2,2,2,Some,High school,Rhythm and blues (R&B),Fly,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2023,9,Male,14,Right-Handed,167,26,166,1,Car,8,0.299,29,Other,1000,727,818,706,631,626,25,Right foot,82,90,Ring finger,April,Spring,Yes,No,No favorite,Milk,Mathematics and statistics,1,3,4,Yes - broadband connection,Text messaging,250,150,2,3,42,20,29,28,13,8,65,10,5,7,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,International aid
USA,WA,2023,11,Female,15,Right-Handed,167,27,153,2,Car,5,0.3,,Baseball/Softball,,,,,,,27,Right foot,7,7,Same length,May,Summer,No,,No favorite,Water,Other,6,10,4,Yes - dial-up connection,In person,lot,lot,,,,,,,,,,,,,A lot,Some college,Other,Invisibility,Rich,,
USA,CA,2023,12,Male,16,Right-Handed,175.2,27.8,177,2,Car,12,0.323,32,Lacrosse,235,246,406,604,872,877,27.8,Same length,84,86,Ring finger,April,Winter,Yes,No,Rice/Noodle dishes,Water,Other,6,8,3,Yes - other,Text messaging,195,234,11,1,13,5,12,6,7,6,8,2,0,6,Some,Graduate degree,Techno/Electronic,Freeze time,Rich,Relative,Health
USA,NC,2023,12,Female,17,Right-Handed,172.7,25,172,1,Car,18,1.294,48,Baseball/Softball,807,754,1000,936,64,176,24.25,Right foot,8,8.25,Index finger,May,Summer,Yes,No,Rice/Noodle dishes,Water,Physical education,7,10,4,Yes - broadband connection,Internet chat or instant messaging,25,25,10,10,0,30,45,0,20,10,10,0,0,2,Some,Some college,Pop,Invisibility,Rich,Sports person,Health
USA,CA,2023,12,Male,16,Right-Handed,170,27,90,2,Car,15,0.1,15,Football (American),1000,1000,1000,1000,1000,1000,27,Same length,15,13,Index finger,September,Fall,No,No,Other,Other,English,6,8,4,Yes - other,Internet chat or instant messaging,150,150,1,1,20,10,7,1,5,5,30,2,3,10,A lot,Graduate degree,Other,Telepathy,Happy,Sports person,Religious
USA,OR,2023,10,Male,15,Left-Handed,166,24,165,1,Car,10,0.173,47,Soccer,200,200,200,400,600,700,24,Same length,90,75,Index finger,September,Summer,No,No,Meat,Water,Physical education,7,6,6,Yes - broadband connection,In person,2,2,4,0,0.5,2,,,,,,,,,,,,,,,
