Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2022,11,SC,Male,18,65.91,55.12,11,79,Car,10,3,13,Basketball,July,Summer,English,7,9,4,Graduate degree,Telepathy,Sports person,167.4,140
2021,10,NC,Female,15,66.14,49.21,22,60,Bus,15,1,41,Walking/Hiking,April,Winter,English,8,7,4,Graduate degree,Freeze time,Politician,168,125
2018,11,VA,Female,17,65.75,60.63,22,70,Car,10,1,52,Dancing,July,Summer,Science,7,9,3,Graduate degree,Invisibility,Doctor or nurse,167,154
2021,12,MA,Female,18,65.75,66.54,24,70,Car,6,1,49,Soccer,September,Fall,Mathematics and statistics,8,6,3,Undergraduate degree,Telepathy,Relative,167,169
2019,12,NY,Male,17,70.08,73.23,28,101,Railway,50,0,36,Football (American),September,Spring,Science,6,11,5,Graduate degree,Invisibility,Friend,178,186
2018,12,CA,Female,17,56.3,55.51,24,69,Car,6,0,41,Other,January,Summer,Mathematics and statistics,4,9,3,Undergraduate degree,Telepathy,Actor,143,141
2019,12,MO,Female,17,63.39,66.34,24.4,105,Car,40,0,47,Athletics,December,Summer,Mathematics and statistics,4,6,3,Graduate degree,Freeze time,Relative,161,168.5
2019,12,CO,Male,17,71.65,71.65,26,80,Walk,7,1,47,Other,January,Winter,Music,6,10,6,Some college,Invisibility,Other,182,182
2019,12,WI,Male,17,68.9,68.11,25,80,Walk,2,0,44,Basketball,November,Fall,Science,8,8,4,Graduate degree,Invisibility,Relative,175,173
2021,12,CA,Female,17,61.02,62.2,24,85,Car,8,0,36,Baseball/Softball,August,Winter,Other,6,8,4,Undergraduate degree,Fly,Relative,155,158
2019,12,PA,Male,17,68.9,71.65,27,70,Car,30,0,66,Football (American),March,Spring,Physical education,7,9,8,Graduate degree,Super strength,Sports person,175,182
2019,12,FL,Male,17,69.88,68.9,24,80,Car,5,1,46,Golf,November,Fall,Science,7,10,4,Graduate degree,Freeze time,Relative,177.5,175
2018,12,CA,Female,17,61,53.5,22.5,68,Car,15,0,45,Basketball,April,Summer,Mathematics and statistics,5,9,6,Graduate degree,Fly,Other,154.94,135.89
2019,11,GA,Male,17,72.99,74.02,28.5,82.5,Bus,15,0,50,Basketball,December,Fall,Computers and technology,5,9,5,Graduate degree,Telepathy,Relative,185.4,188
2019,12,IN,Male,16,66.54,69.69,30,80,Bus,20,0,30,Swimming,May,Winter,Computers and technology,5,7,3,Graduate degree,Freeze time,Friend,169,177
2019,10,TX,Male,14,60,62.2,24,79,Bus,17,0,45,Soccer,January,Spring,Mathematics and statistics,9,11,4,Graduate degree,Telepathy,Sports person,152.4,158
2021,12,CO,Female,17,65.98,65,20.32,90,Car,8,1,44,Other,May,Fall,Art,8,9,4,Graduate degree,Invisibility,Relative,167.6,165.1
2019,12,MD,Female,17,65.75,41.34,21,130,Bus,20,0,42,Soccer,November,Winter,Art,9,14,4,Graduate degree,Fly,Actor,167,105
2019,12,CA,Male,17,65,69,28,85,Walk,5,0,59,Swimming,August,Winter,Other,9,10,4,Graduate degree,Fly,Teacher,165.1,175.26
2020,11,NC,Male,16,71.65,71.65,30,63.5,Car,5,0,50,Football (American),July,Summer,Physical education,6,4,7,Some college,Freeze time,Other,182,182
2018,12,IN,Female,17,64.96,65.35,24,70,Bus,30,0,30,None,February,Fall,Other,4,10,4,Some college,Freeze time,Friend,165,166
2018,9,MI,Male,14,65.35,65.75,27,95,Car,35,0,69,Athletics,November,Summer,Mathematics and statistics,8,5,7,Graduate degree,Telepathy,Relative,166,167
2022,11,NC,Male,17,74.02,74.8,29,92,Car,8,1,74,Cycling,November,Fall,Computers and technology,7,10,3,Graduate degree,Freeze time,Relative,188,190
2020,11,IN,Male,16,67.72,61.81,24,60,Car,5,0,39,Football (American),March,Summer,Physical education,9,5,4,Other,Super strength,Relative,172,157
2018,12,IN,Female,17,65.75,69,22,84,Car,16,1,52,Tennis,June,Fall,Languages,6,9,4,Some college,Telepathy,Actor,167,175.26
2019,9,PA,Male,14,61.02,61.02,28,69,Bus,60,0,59,Other,July,Summer,Science,8.5,10,5,Graduate degree,Freeze time,Other,155,155
2022,9,MI,Female,15,65.75,62.2,24,70,Bus,50,0,30,Baseball/Softball,February,Summer,History,5.5,10,5,Graduate degree,Freeze time,Relative,167,158
2019,12,TX,Female,17,62.99,60.98,22,75,Car,10,0,41,Dancing,February,Summer,English,6,7,3,Graduate degree,Invisibility,Business person,160,154.9
2020,11,NM,Female,15,64.17,64.17,21,80,Car,45,0,40,Tennis,June,Fall,Computers and technology,8,10,5,Undergraduate degree,Telepathy,Actor,163,163
2018,9,CA,Female,14,60.24,59.06,23,70,Car,7,0,41,Other,April,Spring,Art,6,7,5,Graduate degree,Telepathy,Actor,153,150
2020,12,GA,Male,17,71.65,72.05,27,74,Car,24,0,40,Baseball/Softball,March,Summer,Mathematics and statistics,6,8,5,Graduate degree,Invisibility,Relative,182,183
2018,12,RI,Female,17,65.35,68.11,25,70,Car,13,0,52,Other,April,Summer,Mathematics and statistics,5,9,2,Graduate degree,Invisibility,Musician or singer,166,173
2019,9,PA,Female,14,66.54,64.96,23,80,Car,45,0,49,Soccer,June,Summer,Physical education,8,6,4,Undergraduate degree,Fly,Relative,169,165
2020,12,PA,Female,17,68.11,66.93,24.1,50,Car,5,1,46,Other,November,Summer,Science,6.5,9,4,Graduate degree,Freeze time,Relative,173,170
2019,10,OR,Male,17,73.62,73.62,28,95,Car,8,1,50,Basketball,November,Winter,Geography,6,7,4,Graduate degree,Telepathy,Sports person,187,187
2018,12,VA,Female,17,68.9,67,28,52,Bus,15,0,32,Swimming,September,Summer,Science,9,12,1,Graduate degree,Fly,Musician or singer,175,170.18
2021,11,UT,Female,17,59.06,61.02,22,70,Car,6,0,37,Walking/Hiking,July,Winter,English,7,8,3,Graduate degree,Telepathy,Teacher,150,155
2022,11,SC,Male,17,72.99,72.83,29,65,Car,6,0,37,None,February,Summer,Other,7,8,3,Some college,Super strength,Relative,185.4,185
2021,12,NH,Male,18,64.96,57,26,100,Car,10,0,54,None,May,Summer,Art,7,10,4,Undergraduate degree,Fly,Relative,165,144.78
2019,12,TX,Male,17,70,70,25,50,Car,10,0,36,Other,July,Summer,History,7,7,5,High school,Super strength,Relative,177.8,177.8
2021,12,VT,Female,15,61.22,45,24,63.5,Bus,15,1,64,Other,July,Fall,History,7,9,4,Graduate degree,Fly,Relative,155.5,114.3
2019,9,NH,Male,14,66.93,66.93,26,100,Bus,6,0,39,Martial Arts,July,Summer,History,8,8,3,Some college,Telepathy,Other,170,170
2018,12,NY,Female,16,64.96,65.35,26,81,Railway,65,0,36,Soccer,November,Spring,Mathematics and statistics,4,8,5,Graduate degree,Freeze time,Religious figure,165,166
2018,10,KY,Male,17,70.47,71.65,28,78,Car,25,0,89,None,May,Winter,Computers and technology,6,9,3,Graduate degree,Freeze time,Politician,179,182
2019,12,CA,Male,16,65.75,66.93,25,110,Car,10,0,31,Skateboarding/Rollerblading,March,Winter,History,4,4,3,Graduate degree,Telepathy,Musician or singer,167,170
2019,11,NC,Female,17,64.17,64.96,22,75,Car,15,1,52,Swimming,April,Spring,Science,8,8,5,Undergraduate degree,Telepathy,Sports person,163,165
2021,12,OK,Female,18,63.78,63.39,22,80,Car,27,1,39,Tennis,August,Fall,Art,6,8,5,Graduate degree,Freeze time,Relative,162,161
2018,12,PA,Male,18,72.05,70.87,30,80,Walk,15,0,52,Basketball,September,Fall,History,8,9,4,Graduate degree,Invisibility,Politician,183,180
2021,12,TX,Female,17,68.9,67.72,24.5,75,Car,27,0,37,Soccer,April,Fall,Science,5,5,4,Undergraduate degree,Telepathy,Relative,175,172
2019,12,FL,Female,17,64.57,62.99,23.5,85,Car,6,1,37,Gymnastics,January,Winter,History,8,10,4,Graduate degree,Invisibility,Relative,164,160
2020,12,MO,Male,18,72.05,70.08,32,75,Car,10,0,58,Skateboarding/Rollerblading,August,Summer,Computers and technology,6.5,9,4,Graduate degree,Fly,Business person,183,178
2019,12,NY,Female,17,63.39,62.99,22,86,Railway,40,1,76,Dancing,July,Fall,History,6,9,2,Graduate degree,Telepathy,Relative,161,160
2018,9,CA,Female,14,50.39,59.06,21,105,Car,10,0,37,Other,September,Summer,Other,6,10,6,Graduate degree,Telepathy,Friend,128,150
2018,12,CA,Female,18,59.84,57.09,20,77,Car,7,0,43,Tennis,December,Summer,Mathematics and statistics,6,10,6,Graduate degree,Telepathy,Sports person,152,145
2021,11,CA,Female,16,66.93,62.99,23,70,Car,25,0,47,Hockey (Field),September,Winter,Mathematics and statistics,8,11,3,Graduate degree,Invisibility,Relative,170,160
2021,12,MS,Female,18,61.42,59.06,21,72,Car,30,0,57,Other,September,Summer,English,10,15,4,Graduate degree,Freeze time,Relative,156,150
2022,11,NC,Male,16,71.97,72.83,29,80,Car,10,1,72,Other,April,Summer,Mathematics and statistics,6,10,3,Undergraduate degree,Super strength,Relative,182.8,185
2018,12,CA,Male,16,72.83,76.77,26,85,Car,5,0,44,Soccer,January,Summer,Mathematics and statistics,7.5,8.5,6,Graduate degree,Invisibility,Sports person,185,195
2020,11,OR,Male,16,66.93,64.57,25,90,Car,20,0,45,Other,March,Winter,Science,8,6.5,4,Undergraduate degree,Freeze time,Relative,170,164
2019,11,MT,Male,18,72.83,72.83,28,104,Car,6,0,45,Martial Arts,September,Winter,Other,8,10,4,Graduate degree,Freeze time,Other,185,185
2019,12,CA,Male,18,70.87,70.87,29,73,Car,15,0,63,Baseball/Softball,August,Summer,Other,5,5,4,Graduate degree,Telepathy,Business person,180,180
2021,12,SC,Female,17,64.17,63.78,27,80,Car,25,1,36,Soccer,September,Fall,Art,7,8,3,Graduate degree,Telepathy,Friend,163,162
2018,12,CA,Male,18,69.69,55.12,26,76,Car,13,0,51,Table Tennis,November,Spring,Physical education,8,10,4,Less than high school,Telepathy,Sports person,177,140
2018,12,CA,Female,16,58.27,57.48,27,75,Bus,90,0,45,Basketball,August,Summer,Music,4,10,3,Graduate degree,Fly,Friend,148,146
2018,11,NC,Male,18,72.05,66.14,26,117,Car,7,1,46,Walking/Hiking,June,Fall,Social studies,6,9,4,Graduate degree,Fly,Musician or singer,183,168
2021,12,CA,Male,17,70.47,70.08,25,80,Car,10,0,41,Other,February,Winter,English,8,11,4,Other,Freeze time,Other,179,178
2021,12,MD,Female,17,66.93,66.14,25,69,Car,5,0,33,Basketball,October,Summer,English,6,10,4,Undergraduate degree,Fly,Relative,170,168
2019,9,PA,Female,14,62.99,62.99,21,70,Car,20,0,40,Athletics,February,Fall,Mathematics and statistics,8.5,11,5,Graduate degree,Freeze time,Coach or club leader,160,160
2018,12,WI,Male,17,70.08,66.93,25,80,Car,3,0,44,Football (American),March,Summer,Physical education,6.5,11,5,Graduate degree,Freeze time,Relative,178,170
2018,12,GA,Female,17,66.93,61.42,23,80,Car,10,0,38,Walking/Hiking,June,Summer,Languages,6,8,6,Graduate degree,Fly,Teacher,170,156
2021,12,MD,Female,17,67.01,74.02,28,75,Car,15,0,46,Swimming,June,Fall,History,6,10,4,Graduate degree,Telepathy,Coach or club leader,170.2,188
2018,12,PA,Female,16,68.7,64.17,23.3,86,Car,5,0,38,Baseball/Softball,June,Spring,English,7,10,3,Graduate degree,Fly,Teacher,174.5,163
2021,12,CA,Female,17,70.87,68.9,24,90,Car,5,0,45,Soccer,December,Winter,Music,8,12,5,Undergraduate degree,Fly,Teacher,180,175
2021,10,NC,Female,18,64.17,62.99,23,80,Car,25,0,34,Soccer,January,Winter,Science,6,8,3,Some college,Invisibility,Musician or singer,163,160
2018,10,NC,Male,15,68.9,65,25,90,Car,15,0,40,Running/Jogging,March,Winter,Science,6,10,6,Graduate degree,Fly,Relative,175,165.1
2018,12,CA,Male,17,67.99,67.99,30,75,Car,45,0,36,Football (American),December,Winter,Science,8,7,5,Graduate degree,Freeze time,Relative,172.7,172.7
2022,11,NC,Male,18,84,90,26,90,Car,10,1,60,Baseball/Softball,September,Fall,History,9,8,4,Graduate degree,Fly,Business person,213.36,228.6
2018,12,CA,Female,16,62.99,60.24,22,72,Car,15,1,38,Dancing,June,Winter,Mathematics and statistics,5,10,3,Graduate degree,Fly,Other,160,153
2021,12,OH,Female,18,61.81,55.91,18,65,Car,3,0,33,Basketball,July,Fall,Mathematics and statistics,8,8,6,Undergraduate degree,Fly,Teacher,157,142
2020,11,MD,Male,16,67.72,70,26,84,Bus,30,0,38,Swimming,June,Winter,Computers and technology,5,10,3,Undergraduate degree,Telepathy,Friend,172,177.8
2018,12,NY,Female,17,62.99,60.63,23,63,Car,15,0,45,Gymnastics,June,Summer,Science,7.5,9,4,Graduate degree,Super strength,Actor,160,154
2018,12,CA,Male,16,66.93,61,21,63,Car,5,0,38,Basketball,August,Summer,Computers and technology,6,7,3,Graduate degree,Freeze time,Friend,170,154.94
2020,12,IL,Female,16,64.17,64.96,23,85,Car,5,0,55,Martial Arts,October,Fall,Science,7,8,5,Graduate degree,Invisibility,Musician or singer,163,165
2021,12,MS,Female,17,60,60,21.6,80,Car,10,1,40,Swimming,March,Winter,English,10,15,4,Graduate degree,Invisibility,Teacher,152.4,152.4
2021,12,IA,Female,16,64.57,64.57,24,95,Car,12,1,41,Other,January,Fall,Mathematics and statistics,6.5,5,4,Graduate degree,Telepathy,Friend,164,164
2021,12,CA,Male,17,68.9,69.29,25,85,Car,10,1,52,Soccer,July,Winter,Mathematics and statistics,8,10,5,Graduate degree,Fly,Relative,175,176
2018,12,TX,Male,18,67.72,69.69,28,80,Car,10,1,39,Basketball,April,Spring,Science,7,10,8,Graduate degree,Fly,Friend,172,177
2020,12,NY,Male,17,72.05,70.87,25,102,Bus,15,0,47,Basketball,November,Summer,Mathematics and statistics,8,10,6,Graduate degree,Invisibility,Sports person,183,180
2019,11,NY,Female,16,68.11,69.69,27,75,Car,10,0,50,Dancing,June,Winter,Other,6,9,4,Some college,Freeze time,Business person,173,177
2018,11,CA,Male,15,70.87,72.05,28.5,79,Bus,35,0,42,Running/Jogging,July,Spring,Mathematics and statistics,6,8,4,Undergraduate degree,Invisibility,Other,180,183
2021,12,NH,Female,17,62.99,47,27,80,Car,13,0,56,Other,December,Fall,Music,4,4,3,Graduate degree,Telepathy,Relative,160,119.38
2022,12,AL,Female,18,62.2,59.06,18,80,Car,10,0,38,Golf,February,Fall,History,6,9,4,Graduate degree,Telepathy,Relative,158,150
2021,12,CA,Male,17,66.54,66.54,24,65,Car,15,0,36,Football (American),June,Winter,Mathematics and statistics,7,12,5,Graduate degree,Freeze time,Coach or club leader,169,169
2020,12,CA,Female,16,63.78,61.81,23,78,Car,7,0,35,Swimming,April,Fall,Art,6,9.5,6,Graduate degree,Fly,Religious figure,162,157
2021,12,CA,Female,16,68.5,65.35,23,75,Car,25,0,38,Soccer,October,Summer,English,7,9,3,Graduate degree,Freeze time,Sports person,174,166
2021,12,NC,Male,16,70.87,70.87,23,45,Car,5,0,59,Football (American),November,Summer,History,7,10,4,Graduate degree,Fly,Relative,180,180
2018,12,CO,Male,18,73.23,74.41,30,90,Car,8,1,44,Soccer,October,Fall,Art,6,7,3,Graduate degree,Freeze time,Relative,186,189
2022,11,WA,Male,18,68.9,66.93,23,75,Car,4,0,54,Walking/Hiking,November,Summer,Other,6,8,2,Other,Freeze time,Teacher,175,170
2018,9,GA,Male,15,68.11,69.69,27,80,Bus,40,0,38,Swimming,November,Summer,Mathematics and statistics,8,11,6,Graduate degree,Freeze time,Friend,173,177
2018,12,PA,Female,17,65.75,61.02,25,94,Car,5,0,37,Tennis,February,Fall,Art,6,12,5,Graduate degree,Freeze time,Relative,167,155
2020,9,MI,Female,14,66.54,66.54,24,55,Car,20,0,33,Swimming,June,Summer,Languages,7,8,5,Graduate degree,Telepathy,Relative,169,169
2018,12,TX,Female,17,59.84,50,28,90,Car,20,0,30,Swimming,June,Fall,Mathematics and statistics,8,9,5,Graduate degree,Invisibility,Musician or singer,152,127
2021,12,MI,Female,17,65.75,63.98,23,80,Car,5,1,47,Dancing,November,Summer,Languages,8,10,3,Graduate degree,Invisibility,Coach or club leader,167,162.5
2020,11,MO,Male,16,67.32,69.29,26,100,Car,6,0,36,Other,May,Summer,Mathematics and statistics,7,6,4,Graduate degree,Telepathy,Relative,171,176
2019,12,FL,Female,17,66.14,66.14,22,75,Car,20,0,71,Gymnastics,March,Fall,Other,6,10,4,Graduate degree,Telepathy,Relative,168,168
2021,12,KS,Male,17,64.57,59.06,24,68,Car,9,0,45,Running/Jogging,June,Fall,Art,7,9,5,Undergraduate degree,Fly,Relative,164,150
2019,12,IN,Male,17,67.72,66.93,14,100,Car,10,1,41,Athletics,July,Winter,Science,8,8,4,Graduate degree,Telepathy,Sports person,172,170
2021,12,KS,Male,17,72.83,44,27.9,98,Car,7,0,40,Football (American),March,Spring,Science,6,9,3,Graduate degree,Fly,Doctor or nurse,185,111.76
2021,12,WA,Male,16,68.11,66.93,26,95,Car,5,1,58,Football (American),June,Summer,History,8,10,4,Graduate degree,Super strength,Sports person,173,170
2020,12,WI,Female,17,62.99,62.6,23,73,Car,7,0,39,Other,July,Summer,Science,7,9,6,Graduate degree,Freeze time,Actor,160,159
2019,11,IN,Female,16,63.39,61.02,23,70,Bus,15,1,42,Other,July,Summer,Mathematics and statistics,5,10,8,Some college,Freeze time,Teacher,161,155
2019,12,CT,Female,17,63.78,64.96,23.5,86,Car,20,0,36,Other,July,Spring,Art,5,8,3,Undergraduate degree,Freeze time,Other,162,165
2018,9,MI,Female,14,64.96,68.11,25,80,Car,30,1,50,Soccer,August,Fall,Mathematics and statistics,7,11,6,Graduate degree,Telepathy,Other,165,173
2019,12,WA,Female,16,65,62.99,22,80,Car,8,0,38,Basketball,November,Fall,Art,7,10,2,Graduate degree,Freeze time,Relative,165.1,160
2019,11,IN,Female,17,77,57.87,20.32,70,Bus,17,1,50,None,May,Fall,History,7,10,3,Some college,Invisibility,Musician or singer,195.58,147
2021,11,SC,Male,17,68.39,68.46,26.7,80,Car,10,0,53,Baseball/Softball,May,Winter,Physical education,8,8,4,Graduate degree,Invisibility,Relative,173.7,173.9
2019,11,NC,Male,16,70.87,74.02,26,88,Car,10,0,37,Football (American),March,Fall,Other,6,9,3,Graduate degree,Freeze time,Business person,180,188
2018,12,OH,Female,17,64.96,61.02,27,85,Car,5,0,39,Other,November,Fall,Music,6,12,3,High school,Telepathy,Musician or singer,165,155
2018,11,NE,Male,17,84,75.2,27,90,Car,25,0,55,Dancing,June,Fall,Science,8,12,5,Graduate degree,Telepathy,Other,213.36,191
2019,11,MA,Female,17,63.39,60.47,21.5,75,Car,6,0,40,Tennis,February,Summer,Geography,8,9,6,Graduate degree,Freeze time,Other,161,153.6
2021,12,DE,Female,17,66.93,59.06,24,80,Car,18,0,45,Hockey (Field),July,Summer,Physical education,8,9,5,Graduate degree,Telepathy,Relative,170,150
2019,9,MI,Female,14,66.54,66.14,24,60,Car,20,1,56,Dancing,July,Summer,Mathematics and statistics,7,8,5,Other,Telepathy,Sports person,169,168
2018,12,CT,Male,18,71.26,71.26,10,50,Car,13,0,42,Football (American),April,Summer,Art,4,4,4,High school,Freeze time,Other,181,181
2021,12,GA,Male,18,74.02,74.02,24,102,Car,5,0,57,Walking/Hiking,December,Spring,Art,7.5,10,3,Undergraduate degree,Super strength,Relative,188,188
2021,12,TX,Male,17,71.26,76.97,26.2,80,Car,10,0,57,Basketball,August,Winter,History,7,8,5,Undergraduate degree,Fly,Sports person,181,195.5
2021,12,CA,Female,17,60.63,60.63,22.5,69,Car,12,0,33,None,January,Winter,English,6,10,8,Graduate degree,Telepathy,Doctor or nurse,154,154
2018,12,IA,Female,17,64.96,63.39,22,65,Car,6,1,45,Dancing,October,Fall,Music,6.5,9,3,Graduate degree,Fly,Coach or club leader,165,161
2021,11,TX,Female,16,63.78,63.78,25,60,Bus,14,1,61,Swimming,June,Winter,Art,9,7,3,Graduate degree,Fly,Business person,162,162
2020,11,IN,Male,17,70.87,70.87,26,69,Car,8,1,60,Basketball,April,Summer,Mathematics and statistics,6,8,5,Graduate degree,Telepathy,Relative,180,180
2020,12,OH,Male,17,70.87,70.87,27,76,Car,8,0,42,Cycling,July,Fall,Social studies,9,10,3,Other,Telepathy,Other,180,180
2021,12,FL,Female,17,68.39,70.08,24.8,80,Bus,35,1,59,Swimming,May,Summer,Science,6,7,7,Graduate degree,Freeze time,Business person,173.7,178
2021,12,NY,Female,17,68.11,63.78,26,60,Railway,40,1,63,Soccer,April,Spring,English,7,8,4,Graduate degree,Freeze time,Relative,173,162
2020,12,NC,Female,16,65,65,24,100,Car,3,0,40,Swimming,August,Summer,English,8,10,6,Graduate degree,Telepathy,Relative,165.1,165.1
2021,10,AZ,Female,15,66.14,62.6,23,80,Walk,2,1,50,Other,January,Winter,Science,7,9,3,Graduate degree,Freeze time,Relative,168,159
2021,12,VA,Male,18,71.65,75.59,31,101.6,Car,20,0,42,Athletics,October,Fall,Mathematics and statistics,8,9,5,Undergraduate degree,Fly,Relative,182,192
2021,12,IN,Female,17,60.63,54.72,21,71,Car,9,0,32,Walking/Hiking,October,Fall,Science,7,9,2,Graduate degree,Fly,Doctor or nurse,154,139
2021,12,ID,Male,16,72.44,73.23,24,81,Car,10,0,53,Martial Arts,September,Winter,Computers and technology,8,10,3,Graduate degree,Freeze time,Relative,184,186
2019,12,NY,Male,17,66.93,66.93,25,70.3,Railway,45,0,39,Soccer,November,Summer,Physical education,7,12,4,Graduate degree,Freeze time,Musician or singer,170,170
2021,12,MA,Male,17,66.93,68.9,26,70,Car,5,0,55,Swimming,July,Summer,Physical education,6,11,3,Graduate degree,Freeze time,Business person,170,175
2021,11,TX,Male,15,67.72,68.5,27,80,Bus,20,0,38,Other,July,Fall,Languages,6,4,4,Graduate degree,Telepathy,Other,172,174
2021,12,GA,Female,18,62.99,63.78,21,70,Car,15,1,51,Other,January,Fall,Music,6,6,4,Undergraduate degree,Telepathy,Community leader or elder,160,162
2020,12,MD,Male,16,68.9,67.72,26,77,Car,40,0,43,Table Tennis,July,Summer,Mathematics and statistics,6,8,6,Graduate degree,Freeze time,Business person,175,172
2021,10,AZ,Male,15,64.17,49.17,24.13,76.2,Walk,3,0,32,Soccer,June,Summer,Physical education,10,8,2,Graduate degree,Freeze time,Sports person,163,124.9
2019,11,CT,Female,15,59.06,61.81,25,74,Bus,15,0,35,Swimming,July,Spring,Science,7,11,12,Graduate degree,Freeze time,Doctor or nurse,150,157
2021,12,VA,Male,17,65.75,66.93,26,75,Car,19,0,31,Other,March,Winter,Social studies,6,9,3,Graduate degree,Freeze time,Actor,167,170
2020,11,OH,Male,17,70.87,70.87,25,70,Car,12,0,50,Basketball,January,Summer,Science,6,9,4,High school,Fly,Relative,180,180
2021,12,CA,Male,17,67.32,67.32,25,84,Car,25,0,33,Walking/Hiking,May,Spring,Science,7,9,3,Graduate degree,Freeze time,Friend,171,171
2021,12,CA,Male,16,72.83,69.29,28,109,Car,25,0,30,Other,November,Winter,Physical education,7,10,7,Other,Freeze time,Friend,185,176
